Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
46,Male,Widowed,High School,Unemployed,193340.5,413158.5,Business,682,2,0,0
32,Male,Married,High School,Employed,240327.14,664100.43,Business,732,8,0,1
40,Female,Divorced,Bachelor,Employed,60681.96,183949.17,Education,770,3,0,1
46,Female,Single,Bachelor,Student,1311045.34,5620935.56,Personal,677,1,1,0
57,Female,Widowed,PhD,Employed,159902.38,467702.85,Car,830,9,0,1
21,Female,Single,High School,Employed,976408.68,2713690.56,Other,708,8,0,1
27,Male,Divorced,Bachelor,Employed,69998.27,165549.45,Home,435,3,5,0
56,Male,Married,Bachelor,Student,2414983.91,5730245.52,Home,718,4,2,1
64,Male,Divorced,Bachelor,Employed,234436.59,411020.05,Personal,367,5,3,0
18,Female,Widowed,Master,Self-employed,489652.97,289442.91,Home,714,6,1,1
20,Male,Single,High School,Employed,3218367.98,2337140.51,Education,821,5,1,1
48,Female,Widowed,PhD,Employed,1509042.96,3922514.26,Car,434,3,7,0
57,Female,Married,High School,Employed,441142.53,1989033.21,Home,484,3,3,0
47,Male,Divorced,PhD,Employed,134621.04,446338.37,Home,421,8,4,0
68,Female,Divorced,Master,Employed,107936.96,28455.06,Education,482,4,8,0
56,Male,Widowed,Bachelor,Unemployed,219639.23,62309.67,Home,754,7,1,1
41,Male,Divorced,High School,Employed,62923.8,41921.59,Car,309,3,1,0
28,Female,Divorced,Bachelor,Employed,1251194.62,263016.64,Car,741,9,0,1
49,Female,Widowed,Master,Employed,2207355.01,5678968.06,Personal,757,6,0,1
27,Female,Divorced,Bachelor,Employed,289401.94,739306.08,Business,793,0,1,1
32,Male,Divorced,High School,Employed,288643.03,790487.5,Education,760,9,0,1
20,Male,Married,High School,Self-employed,55118.53,96449.59,Personal,379,0,1,0
51,Female,Single,Master,Employed,137585.11,222459.96,Home,639,8,0,0
47,Male,Married,Bachelor,Student,174311.31,826802.53,Home,555,8,0,0
61,Male,Single,Other,Student,1468854.25,1393604.95,Car,397,2,3,0
24,Female,Divorced,High School,Employed,81697.46,146511.83,Business,351,1,7,0
40,Male,Widowed,High School,Employed,162456.01,172914.53,Home,308,1,8,0
19,Male,Widowed,Bachelor,Employed,1229657.89,1645822.17,Car,471,2,3,0
27,Female,Married,High School,Employed,54517.84,265626.38,Car,376,0,5,0
38,Male,Single,Master,Employed,446092.52,1026825.33,Home,659,7,1,0
36,Female,Widowed,High School,Student,762581.27,1236497.69,Other,846,4,0,1
62,Female,Widowed,Bachelor,Employed,361085.53,1371009.36,Other,560,5,1,0
40,Female,Single,High School,Self-employed,83670.19,240126.4,Business,436,2,0,0
34,Male,Widowed,High School,Employed,534086.83,2143089.21,Car,830,2,1,0
22,Female,Divorced,Other,Employed,60803.35,53778.81,Personal,511,8,2,0
37,Female,Widowed,Master,Employed,719189.14,1586744.28,Other,622,2,0,1
20,Female,Single,Bachelor,Unemployed,396408.72,1514025.58,Personal,300,7,6,0
55,Male,Widowed,Master,Self-employed,84828.65,310239.33,Personal,328,3,5,0
40,Female,Single,Other,Unemployed,3808001.41,3999339.46,Other,338,1,7,0
65,Female,Married,High School,Student,208006.23,960665.02,Personal,661,6,0,0
30,Female,Divorced,Bachelor,Self-employed,190516.77,336186.14,Car,814,6,0,0
35,Male,Widowed,Master,Self-employed,3451685.85,9363330.41,Home,355,0,1,1
30,Female,Married,Master,Student,110734.97,17742.43,Car,596,7,1,1
64,Male,Single,Bachelor,Employed,2887135.44,11007268.33,Education,609,7,0,1
28,Female,Divorced,Bachelor,Employed,1920454.71,7326214.23,Car,800,0,1,0
37,Male,Divorced,Other,Self-employed,405312.04,982227.06,Business,557,6,2,0
34,Male,Single,Master,Student,94592.19,64971.4,Other,684,3,0,1
50,Female,Widowed,High School,Employed,4135035.45,9368436.1,Other,654,7,0,1
42,Female,Widowed,Master,Employed,498187.71,872390.18,Home,462,3,6,0
68,Female,Married,High School,Employed,4898534.32,18023867.6,Other,425,4,4,0
65,Male,Widowed,Master,Employed,852162.92,629415.19,Business,363,6,1,0
42,Male,Widowed,Bachelor,Student,112868.65,67920.03,Education,705,7,1,1
35,Female,Divorced,Other,Student,1198540.11,3441326.49,Car,342,4,3,0
27,Male,Married,Master,Employed,465217.25,253593.22,Personal,370,4,3,0
37,Female,Married,Master,Self-employed,2246391.58,3901933.58,Other,449,4,5,0
51,Male,Single,Bachelor,Employed,2447925.38,4194013.52,Business,318,4,4,0
44,Male,Single,PhD,Employed,208203.07,220998.54,Other,601,7,0,1
19,Female,Single,Master,Employed,2789060.25,5374699.33,Other,762,1,0,1
22,Male,Divorced,Bachelor,Self-employed,1228931.87,4985484.57,Car,664,3,0,1
40,Female,Single,Master,Employed,177967.95,170599.9,Personal,696,1,0,1
65,Male,Married,Master,Employed,57708.73,279325.69,Business,842,5,0,0
22,Male,Widowed,Master,Employed,1377046.06,711040.77,Personal,358,9,1,0
69,Female,Widowed,High School,Employed,395258.19,1936099.75,Personal,827,9,1,0
60,Male,Single,High School,Employed,3302783.69,15147889.51,Home,450,4,5,0
20,Male,Divorced,High School,Self-employed,1082225.86,247460.05,Business,477,0,7,0
44,Female,Single,High School,Employed,62605.73,95982.27,Personal,702,6,1,0
49,Female,Widowed,High School,Employed,1921099.73,419281.2,Car,575,9,0,1
56,Male,Widowed,Master,Student,3142393.6,11502352.49,Home,580,0,0,1
44,Female,Single,Master,Employed,672749.97,3206512.57,Car,736,8,0,1
20,Male,Married,Bachelor,Retired,4502493.91,19499721.91,Car,477,5,2,0
56,Female,Single,Bachelor,Employed,4117263.4,8568564.14,Home,781,1,0,1
34,Female,Single,Other,Student,891557.12,315105.1,Other,416,2,0,1
38,Male,Divorced,Other,Employed,380201.21,508525.69,Other,679,9,1,0
27,Female,Married,Bachelor,Employed,3154080.78,1084916.23,Other,492,1,0,1
31,Female,Widowed,High School,Employed,1965391.87,3102799.9,Business,736,4,4,0
27,Female,Single,Bachelor,Employed,441611.38,1779740.9,Personal,703,5,1,0
56,Male,Single,High School,Employed,225977.16,1044783.94,Home,388,1,5,0
25,Male,Married,Bachelor,Self-employed,2860686.6,12000972.22,Personal,426,0,1,0
20,Male,Divorced,High School,Employed,79567.2,236955.51,Home,518,2,1,0
38,Male,Single,Other,Employed,3511840.93,1605941.53,Home,741,1,0,1
35,Female,Widowed,High School,Employed,2377058.22,7036777.0,Home,491,3,5,0
55,Female,Divorced,Bachelor,Employed,80846.87,37858.73,Education,461,2,9,0
18,Male,Single,Bachelor,Employed,81381.9,118965.51,Other,789,9,0,0
58,Male,Single,High School,Student,368585.98,1108348.49,Education,398,3,7,0
54,Female,Widowed,High School,Employed,105245.16,161540.22,Business,673,0,0,0
24,Male,Widowed,High School,Employed,521163.96,2584362.99,Personal,810,1,0,0
43,Male,Widowed,High School,Unemployed,79821.35,136408.72,Personal,300,1,0,0
65,Female,Single,Master,Employed,234381.44,118018.01,Home,602,8,0,1
42,Female,Divorced,Other,Employed,441732.22,2140726.1,Home,694,7,0,0
46,Male,Single,High School,Self-employed,84299.47,22133.11,Car,357,7,8,0
20,Female,Married,Bachelor,Employed,1803333.52,7038560.55,Home,564,5,0,1
29,Female,Widowed,Bachelor,Employed,921354.53,1185077.95,Other,510,0,0,1
35,Female,Married,High School,Employed,1912341.7,6266797.44,Personal,613,8,2,0
41,Male,Single,High School,Unemployed,860674.46,4071273.81,Education,605,2,0,0
45,Female,Married,Master,Self-employed,191697.47,737852.45,Car,720,5,0,0
49,Female,Divorced,High School,Employed,435085.05,590171.11,Other,790,1,0,1
29,Female,Single,Bachelor,Employed,291610.27,1378353.11,Personal,624,5,1,0
21,Male,Married,Other,Employed,1091268.19,200840.53,Education,691,4,0,1
27,Female,Divorced,Bachelor,Employed,51949.3,252124.55,Other,507,7,1,0
40,Male,Divorced,Other,Employed,3335023.59,3514065.24,Education,547,0,0,1
56,Female,Single,Bachelor,Employed,1214878.98,1312166.1,Business,835,6,0,1
50,Male,Widowed,Other,Employed,102519.63,407079.46,Education,335,6,0,0
36,Male,Married,Bachelor,Employed,160077.12,272649.57,Home,595,2,0,1
43,Female,Widowed,Bachelor,Student,1772660.38,3107322.44,Business,648,7,0,1
51,Male,Single,High School,Student,2291588.61,4220424.17,Personal,424,2,4,0
48,Male,Married,Other,Employed,2728844.48,11831242.68,Personal,651,1,0,1
32,Female,Married,High School,Employed,476531.72,1112661.76,Business,383,3,7,0
66,Male,Widowed,High School,Employed,1061418.49,4637589.22,Education,755,7,0,0
31,Female,Married,Other,Employed,144482.07,540985.71,Personal,590,1,0,0
59,Female,Single,Bachelor,Retired,135983.06,660640.38,Car,808,3,0,0
29,Male,Divorced,PhD,Retired,96502.75,57468.68,Car,361,0,1,1
62,Male,Married,High School,Student,3718319.97,12500252.95,Other,445,9,4,0
50,Female,Widowed,High School,Student,542239.26,2335966.14,Education,658,4,1,0
67,Female,Divorced,Other,Student,202661.74,283648.35,Personal,371,0,8,0
43,Male,Divorced,Bachelor,Employed,711732.24,2952777.27,Personal,323,3,1,0
61,Female,Single,High School,Retired,2151250.41,3383015.75,Business,382,1,2,1
46,Male,Widowed,Bachelor,Self-employed,110511.29,423803.16,Car,814,5,0,0
29,Female,Divorced,High School,Employed,812401.56,2889682.32,Car,674,1,1,0
18,Female,Single,Master,Student,133111.75,257471.02,Business,449,1,6,0
53,Male,Single,High School,Employed,411756.56,92297.09,Business,613,9,0,1
22,Male,Single,Master,Employed,221730.13,583046.46,Business,684,7,0,1
61,Female,Single,High School,Employed,1364360.3,2215653.8,Other,438,6,5,0
62,Male,Married,High School,Self-employed,72302.67,150088.02,Education,505,4,0,0
64,Male,Married,Bachelor,Self-employed,424627.13,1907218.08,Business,359,6,8,0
21,Male,Single,High School,Employed,4057603.41,7028009.11,Home,610,3,0,1
32,Male,Single,High School,Unemployed,62797.16,279900.17,Home,586,5,0,0
54,Female,Divorced,High School,Employed,1984038.14,3176974.96,Car,558,6,0,0
37,Male,Married,High School,Employed,841809.75,2274498.67,Car,645,2,1,0
18,Male,Widowed,High School,Self-employed,3186825.19,6342063.86,Personal,698,5,0,1
62,Female,Divorced,Bachelor,Self-employed,78764.74,228579.08,Education,352,8,3,0
20,Female,Married,High School,Employed,69622.39,223438.83,Other,676,7,0,0
35,Female,Widowed,Bachelor,Employed,70731.5,17975.72,Education,682,6,1,1
68,Male,Married,Bachelor,Employed,447460.83,1076915.21,Other,483,0,0,0
41,Male,Single,Bachelor,Employed,79425.42,295231.47,Car,658,0,0,0
56,Female,Divorced,High School,Employed,2799905.86,10172066.65,Other,653,7,0,0
26,Female,Single,Bachelor,Employed,453959.87,1378462.21,Car,343,9,3,0
53,Female,Married,Bachelor,Employed,77672.49,70510.93,Car,365,4,8,0
21,Female,Widowed,Bachelor,Employed,1686413.63,8365354.34,Business,489,7,1,0
35,Female,Widowed,High School,Employed,154302.76,662114.84,Education,620,6,0,0
52,Female,Widowed,Master,Employed,2448218.01,11331974.0,Business,577,1,0,0
63,Male,Married,Master,Self-employed,2825112.5,6305497.26,Home,564,0,0,1
51,Female,Widowed,Master,Self-employed,77183.05,228157.73,Personal,328,2,5,0
63,Female,Widowed,Master,Unemployed,2919452.14,2681507.45,Car,372,6,5,0
49,Female,Married,Bachelor,Employed,860202.23,3254076.5,Business,387,9,5,0
26,Male,Divorced,Bachelor,Employed,1390852.78,4330919.96,Other,322,8,9,0
35,Male,Divorced,High School,Employed,1918226.95,7173412.13,Other,561,5,0,0
24,Male,Divorced,High School,Self-employed,1053782.82,2947545.3,Education,367,2,0,1
29,Female,Widowed,Bachelor,Employed,659948.67,339816.25,Car,737,2,0,1
34,Female,Widowed,High School,Employed,689264.17,1102609.06,Car,419,6,1,0
38,Male,Divorced,High School,Unemployed,3510120.79,13217843.84,Education,616,0,0,0
34,Female,Divorced,Bachelor,Unemployed,615812.29,1619706.39,Other,302,3,0,0
50,Male,Married,Bachelor,Student,111013.88,40698.76,Home,631,9,1,1
18,Male,Divorced,Other,Employed,100102.28,314395.26,Education,500,7,1,0
60,Male,Widowed,Bachelor,Employed,1362626.18,4217869.03,Home,398,1,1,0
59,Male,Single,Master,Student,3530451.0,13540557.36,Home,504,3,0,1
31,Male,Single,High School,Employed,362415.32,1263474.29,Home,556,5,1,0
68,Male,Widowed,High School,Unemployed,1581069.16,2292533.37,Education,459,9,8,0
31,Female,Single,High School,Employed,63770.42,261695.72,Personal,753,5,0,0
44,Male,Married,Bachelor,Employed,780361.47,1176810.8,Personal,625,0,0,0
23,Female,Married,Master,Unemployed,530075.72,434426.75,Car,553,3,2,1
39,Female,Divorced,Bachelor,Employed,55715.35,108084.24,Other,360,2,5,0
69,Female,Widowed,Master,Self-employed,1028522.75,4733647.45,Home,520,9,0,1
36,Female,Divorced,Bachelor,Employed,406435.91,338650.5,Other,547,0,0,1
47,Female,Married,Master,Student,140957.02,297815.07,Home,782,5,0,1
32,Female,Married,Other,Employed,191375.72,129108.12,Business,569,7,1,1
48,Male,Single,Bachelor,Student,1069986.29,3843731.22,Car,785,9,1,0
18,Female,Married,High School,Employed,3262131.24,10309860.44,Other,466,7,1,0
26,Female,Widowed,Master,Employed,84497.99,43209.16,Personal,486,7,2,0
34,Female,Married,High School,Self-employed,1044283.93,2753229.14,Other,362,1,3,0
32,Female,Married,Bachelor,Student,232147.63,408306.34,Other,378,8,6,0
22,Female,Married,High School,Employed,3146470.39,12507286.55,Education,590,8,1,1
48,Female,Single,Bachelor,Employed,841617.24,314959.46,Personal,548,4,1,1
69,Female,Married,Master,Employed,316051.4,49964.86,Car,368,0,8,0
45,Male,Single,PhD,Unemployed,237646.28,789926.51,Education,644,5,0,0
25,Female,Single,High School,Employed,186022.49,276218.37,Car,670,5,0,0
25,Female,Divorced,Master,Employed,74081.12,168717.8,Car,737,6,3,0
58,Female,Divorced,Bachelor,Employed,401641.88,1962045.19,Car,327,3,1,0
20,Female,Single,Bachelor,Student,4375023.31,19375201.06,Car,820,4,2,0
21,Female,Married,Bachelor,Employed,108589.02,398140.95,Other,401,5,7,0
32,Male,Single,Master,Student,209077.36,818383.37,Business,568,0,0,0
51,Male,Married,Master,Self-employed,102234.16,27193.24,Car,844,8,1,1
39,Female,Widowed,High School,Employed,4571414.61,22087091.62,Education,388,4,2,0
21,Male,Married,Master,Student,337625.53,93572.25,Business,416,3,4,0
60,Female,Married,Master,Employed,659003.63,2104732.03,Home,433,1,9,0
51,Male,Single,High School,Employed,83961.27,288048.35,Other,443,6,0,0
52,Female,Widowed,High School,Employed,593799.26,1351669.18,Car,618,3,1,0
57,Male,Widowed,Bachelor,Employed,355608.08,1158966.75,Other,397,9,4,0
20,Male,Divorced,Master,Student,720128.63,221164.51,Education,622,6,0,1
38,Male,Single,Bachelor,Retired,178003.8,712564.87,Personal,458,8,9,0
23,Male,Single,Bachelor,Self-employed,660567.14,3026724.69,Home,670,8,2,0
48,Female,Widowed,High School,Employed,4541902.84,6472439.6,Personal,680,6,0,1
32,Male,Married,Bachelor,Self-employed,196243.38,811582.2,Education,497,5,5,0
66,Male,Widowed,High School,Employed,176902.88,236996.56,Home,776,1,0,1
20,Female,Single,High School,Employed,253073.67,556856.84,Personal,723,9,1,0
68,Male,Married,High School,Student,4345453.3,4131798.8,Business,422,2,7,0
53,Male,Single,High School,Employed,229502.37,632963.96,Business,827,6,0,0
19,Female,Single,Master,Student,3325251.07,8504876.12,Car,498,1,7,0
43,Male,Widowed,Bachelor,Employed,702746.39,163847.27,Personal,414,6,2,1
60,Female,Married,High School,Employed,67912.79,323939.15,Business,455,3,1,0
40,Male,Widowed,High School,Unemployed,1107941.0,5130203.44,Home,699,0,0,0
27,Male,Married,Bachelor,Self-employed,80041.4,192429.83,Education,591,3,1,1
66,Male,Divorced,Bachelor,Employed,217053.47,76234.52,Home,517,9,1,1
28,Male,Widowed,Bachelor,Employed,2321580.15,8489275.96,Home,734,5,1,1
55,Male,Single,Bachelor,Retired,252073.24,732651.04,Personal,747,5,0,0
20,Male,Married,Master,Employed,307367.74,1516486.87,Education,537,5,0,1
42,Female,Divorced,Bachelor,Self-employed,214775.19,1038429.56,Home,354,0,3,0
55,Male,Married,High School,Employed,205018.64,523666.43,Education,427,5,6,0
65,Female,Single,Master,Unemployed,3564275.31,919067.16,Other,504,2,2,1
38,Female,Divorced,Bachelor,Employed,4600505.7,18131471.2,Car,793,2,0,0
35,Female,Married,Bachelor,Employed,173743.36,57077.46,Education,507,9,0,0
41,Male,Divorced,Bachelor,Employed,148876.36,520890.19,Car,806,2,0,0
22,Male,Divorced,Bachelor,Employed,1115432.07,1948419.01,Car,393,6,3,0
25,Male,Married,Master,Employed,381671.88,671488.5,Business,461,6,5,0
68,Male,Married,High School,Self-employed,1085035.73,3919943.79,Car,589,9,2,0
41,Male,Widowed,Bachelor,Employed,4342235.36,3362762.07,Other,470,5,4,1
22,Female,Single,High School,Retired,1902399.12,7667633.83,Business,695,2,1,0
68,Male,Widowed,Other,Employed,84618.81,236208.97,Car,300,7,0,0
59,Female,Widowed,Bachelor,Employed,76676.13,201836.33,Education,417,5,3,0
21,Male,Single,High School,Employed,113072.67,268539.1,Personal,311,4,4,0
68,Female,Widowed,High School,Student,124241.18,304415.31,Business,788,8,0,1
28,Male,Married,High School,Self-employed,694692.79,1592347.81,Business,662,2,0,1
25,Female,Divorced,Master,Employed,115973.73,188469.11,Education,550,9,3,0
51,Male,Divorced,Master,Employed,2315696.41,734769.6,Home,439,2,2,1
53,Male,Married,Other,Employed,503936.68,2275690.73,Personal,413,8,3,0
22,Female,Married,High School,Employed,4940060.39,21617307.92,Other,463,4,1,0
30,Male,Widowed,High School,Unemployed,1007245.58,3740846.75,Home,300,9,3,0
19,Female,Widowed,Bachelor,Employed,54212.68,169909.0,Education,551,0,0,0
59,Female,Widowed,High School,Employed,72096.36,181754.6,Home,438,4,1,0
51,Female,Married,Bachelor,Student,269739.04,561635.61,Personal,544,0,0,0
61,Male,Single,Bachelor,Employed,244747.11,802848.32,Education,785,0,1,1
53,Female,Widowed,High School,Employed,59336.32,46874.39,Car,804,4,0,0
64,Female,Married,Master,Retired,185782.94,683608.28,Car,422,9,1,1
43,Male,Single,High School,Employed,167449.02,286354.84,Car,329,4,4,0
44,Female,Married,High School,Employed,481131.18,744170.68,Business,723,1,2,1
49,Male,Married,High School,Employed,1645300.28,5210410.24,Education,749,9,0,0
56,Male,Single,High School,Employed,486130.32,1522350.16,Home,306,7,3,0
50,Female,Married,Bachelor,Employed,181868.87,887549.47,Personal,400,4,7,0
33,Male,Single,Bachelor,Student,63526.78,99850.11,Education,589,8,0,1
41,Male,Divorced,Bachelor,Employed,508315.74,524828.5,Home,781,1,1,1
61,Male,Single,High School,Employed,134745.9,197973.03,Personal,432,8,6,0
63,Female,Widowed,PhD,Employed,108097.56,151458.14,Other,514,5,0,0
19,Female,Widowed,High School,Student,154624.35,398584.8,Home,300,1,1,0
44,Male,Widowed,Bachelor,Employed,1184467.72,1978303.5,Personal,379,3,4,0
44,Male,Married,Bachelor,Employed,429489.86,1995593.31,Other,441,2,9,0
55,Female,Married,Other,Employed,3835555.07,12993328.82,Education,685,3,0,1
30,Female,Widowed,Other,Employed,349643.74,259668.35,Home,803,0,0,1
64,Male,Widowed,Other,Student,289538.91,401653.7,Education,324,1,2,0
60,Female,Widowed,High School,Employed,1360039.02,1010924.71,Car,787,4,0,1
35,Male,Divorced,High School,Employed,1431174.57,6432360.16,Other,328,2,7,0
31,Male,Widowed,Bachelor,Employed,796385.97,2249763.42,Car,522,1,0,1
37,Male,Single,Master,Employed,3789713.5,7730881.54,Other,665,6,1,1
46,Male,Widowed,Master,Self-employed,92347.15,101664.73,Home,721,0,0,1
58,Male,Married,High School,Employed,109243.81,16040.83,Home,430,6,0,1
28,Male,Divorced,Other,Employed,814685.81,1515920.49,Personal,301,7,8,0
55,Male,Widowed,Other,Employed,481057.17,91558.47,Other,381,2,1,1
62,Male,Divorced,PhD,Retired,1553642.06,7693339.59,Car,849,0,0,1
66,Female,Divorced,Master,Unemployed,280747.43,375305.12,Home,312,9,3,0
25,Male,Divorced,Bachelor,Self-employed,1112908.0,3434022.02,Education,300,8,2,0
38,Female,Married,Bachelor,Unemployed,3724920.5,16849410.65,Home,548,9,0,0
62,Male,Divorced,Bachelor,Employed,446963.41,1457537.62,Business,576,1,0,0
36,Male,Single,Master,Student,547589.33,1884147.76,Personal,547,9,0,0
